Голливудский стандарт. Как написать сценарий для кино и ТВ…,Ходж М.,"Книга Майкла Хейга ""Голивудский стандарт: Как написать сценарий для кино и ТВ, который купят"" более 20 лет остается наиболее исчерпывающим руководством для сценаристов кино и телевидения. Настоящее, полностью обновленное издание отражает последние тенденции в искусстве и бизнесе кино. Гуру кинематографа подробно описывает каждый шаг - от идеи до продажи сценария. Исходя из того, что главное - это безупречность самого сценария, Хейг учит добиваться совершенства текста, ни на секунду не упуская из виду всех слагаемых коммерческого успеха. Зная о кино всё, автор дает психологически точные советы, как подступиться к нужным людям и добиться их интереса, снабжает читателя исчерпывающими рекомендациями об организационных структурах и источниках информации, делает разбор отдельных сцен множества успешных кинолент, дает полный анализ сценария фильма ""Аватар"". И все это Хейг пишет так убедительно, что даже человеку, не помышлявшему прежде о карьере в кино, хочется взяться за написание сценария.",6 600 тг,4,Альпина Паблишер,2017 г.,9785916717433,388,Твердый,215 мм x 145 мм,570 г.,http://www.bookcity.kz/content/images/thumbs/5130637_1463013.jpeg
Голова человека: Основы учебного академического рисунка: учебное издание,Ли Н.Г.,"Изложены основные теоретические и методические вопросы изображения головы человека. Содержится полный объем основных учебных заданий по рисунку, расположенных в строгой последовательности усложнения задач. Рассмотрены основы композиции, перспективы, пропорции, законы светотени и пластической анатомии, даны представления о форме, объеме и конструкции. Особое внимание уделено методике конструктивно-структурного изображения, а также конструктивно-анатомическому анализу такой сложной живой формы, как голова человека, основанному на закономерностях ее строения. Приведены основные принципы учебного рисунка с натуры, способствующие формированию и развитию объемно-пространственных представлений и совершенствованию графических навыков.  Учебник предназначен для студентов художественных и архитектурных вузов и факультетов, а также для учащихся профессиональных учебных заведений художественного профиля. Может быть рекомендован в качестве теоретического, методического и практического руководства для преподавателей и учителей художественных школ и училищ.",4 900 тг,5,Эксмо,2015 г.,9785699351510,264,Твердый,288 мм x 215 мм,907 г.,http://www.bookcity.kz/content/images/thumbs/5033963_1355966.jpeg
"Голое Средневековье. Жизнь, смерть и искусство в Средние века",Хартнелл Д.,"Понятие телесности в Средние века — предмет удивительный и во многом для нас необычный. Что люди думали о жизни и смерти своей оболочки — и как они ее изображали? Ответ на этот нетривиальный вопрос ждет вас на страницах этой глубокой и увлекательной книги, богато и ярко иллюстрированной. Как средневековый человек представлял, что у него внутри? Какое тело казалось ему красивым? Стыдился ли он своей наготы? «Голое Средневековье» дает читателю уникальную возможность проникнуть в мысли людей, живших несколько столетий назад, и взглянуть на человеческое тело их глазами. Джек Хартнелл — английский историк искусств, писатель, исследует визуальную культуру и историю медицины. В этой книге он рассказывает о жизни и смерти в Средние века для самого широкого читателя. В лучших традициях «Страдающего Средневековья»!",5 100 тг,0,АСТ,2018 г.,9785171112202,Твердый,29 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5129161_1461623.jpeg
Голос и другие киносценарии,Рязанцева Н.,"В сборник вошли сценарии и эссе известного российского кинодраматурга Натальи Рязанцевой, в том числе сценарии к фильмам ""Долгие проводы"", ""Чужие письма"", ""Собственная тень"" и др.",1 900 тг,0,Амфора,2007 г.,9785367006001,688,Твердый,200 мм x 130 мм,631 г.,http://www.bookcity.kz/content/images/thumbs/5039685_1361860.jpeg
Город Зеро,Шахназаров К.,"Издание содержит киносценарий к фильму Карена Шахназарова ГОРОД ЗЕРО. Московский инженер Алексей Варакин приезжает в командировку в небольшой провинциальный город, где становится свидетелем и участником странных событий.",2 200 тг,0,Проспект,2014 г.,9785392131167,72,Твердый,215 мм x 145 мм,85 г.,http://www.bookcity.kz/content/images/thumbs/5043984_1386177.jpeg
Городские зарисовки,Холмс М. Т.,"В этом пособии, полном набросков и полезных советов от известного художника, показано, как рисовать, черпая вдохновение прямо из окружающей жизни и умело воплощая его в своих работах. Здесь содержится полный набор инструментов для того, чтобы запечатлеть на бумаге все что угодно, начиная от деталей архитектуры и заканчивая живыми людьми и целыми историями, взятыми прямо с улицы. Для широкого круга любителей изобразительного искусства.",6 000 тг,4,Попурри,2017 г.,9789851526631,144,Мягкий,290 мм x 220 мм,455 г.,http://www.bookcity.kz/content/images/thumbs/5079478_1418702.jpeg
Городской скетчинг шаг за шагом. Как быстро делать наброски и зарисовки,Майер-Паукен К.,"О книгеС некоторых пор всё чаще можно встретить на улице людей с карандашом и бумагой, расположившихся среди городской суеты и набрасывающих окружающий пейзаж в определенном ракурсе. Зарисовки любых объектов - от величественного архитектурного ансамбля до мелких деталей - станут выражением личного восприятия, запечатленного на бумаге без особых затрат.Клаус Майер-Паукен в своей книге расскажет, что для этого необходимо, что следует знать и с чего лучше начинать. Множество примеров, пошаговые инструкции по проработке набросков пробуждают интерес к самостоятельным занятиям городским скетчингом.В доступной форме Майер-Паукен демонстрирует, как на месте при помощи небольшого количества художественных инструментов создавать городские зарисовки. Вы научитесь полезным приемам, помогающим отображать перспективу, вводить в сюжет фигуры людей, рисовать акварелью, и многому другому. При этом по-прежнему главными остаются выразительность и индивидуальность зарисовки.От автораНадеюсь, мои зарисовки и наброски в Париже, Венеции и других местах вызовут у вас желание путешествовать по городам и в художественной форме передавать их очарование. Даже самые скромные невзрачные промышленные постройки на окраине маленького городка могут показаться столь же восхитительными, как и роскошные монументальные сооружения крупного исторического центра. И пыльная свалка металлолома порой в качестве сюжета интереснее живописной городской площади с идеальными пропорциями. Городской скетчинг предполагает художественное воплощение наших впечатлений от мест, где мы бываем или живем, в виде набросков и зарисовок. Итак, собирайтесь в дорогу и открывайте свой город, вооружившись карандашом и бумагой!Для кого эта книгаКнига для начинающих художников и скетчеров и всех, кто интересуется быстрыми зарисовками в городе.Цитаты из книгиГород Городской скетчинг - выраженное в рисунке чувственное восприятие ближайшего окружения. Большинство людей проживают в урбанистической среде, и в этом новом направлении город играет главную роль.Бумага Конечно, вы можете выложить круглую сумму за дорогую бумагу или альбом в кожаном переплете. Но я не советую пользоваться ими для скетчинга, особенно на улице. Дорогая бумага будет сдерживать ваши порывы свободно порисовать или побольше экспериментировать.Линии Есть несколько способов проводить линии карандашом. Это искусство, требующее дисциплины: линии наносят на бумагу спокойно и осознанно. Иногда карандаш отнимают от листа, прерывая линию, чтобы потом ее продолжить в том же направлении.Краски Самый обычный черно-белый скетч с предварительным наброском может обрести особое очарование, если в самом конце выборочно поставить цветовой акцент. В любом случае стоит придать выразительность объекту, который кажется важным, даже если вы не используете цветные материалы.Музейные залыЗалы музеев - идеальные помещения для скетчинга. Обычно там можно удобно расположиться и отсутствуют раздражающие помехи. А еще это самое подходящее место для зарисовок людей. Окна Окна - глаза здания. Им надо уделить особое внимание. Старайтесь всегда рисовать окна чуть глубже утопленными в стену, чтобы подчеркнуть объем. Свет всегда падает сверху в отверстия в стене так, что перемычки кажутся темными.",6 300 тг,1,"Манн, Иванов и Фербер",2018 г.,9785001174790,96,Твердый,1 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5121968_1454734.jpeg
Государственный музей А.С. Пушкина. Москва,Карнаухова Л.,"Предлагаемый читателю альбом - своеобразное путешествие по России пушкинской эпохи. Благодаря этой книге мы можем представить, как выглядели в начале XIX века Москва и Петербург, многочисленные русские усадьбы, Крым и Кавказ, Псков и Казань. Какими были те далекие для нас современники А.С.Пушкина, гуляющие по Тверскому бульвару или Невскому проспекту, летящие в запряженных тройках по бесконечным дорогам великой страны или сидящие в гостиных дворянских домовЭто уже второй альбом, посвященный собранию этого музея. Почти сто цветных репродукций представляют самые интересные произведения российской живописи, объединенные темами жанра, видов и интерьера.",3 900 тг,3,Белый город,2006 г.,9785779310529,10 мм,640 г.,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5011537_1333062.jpeg
Гравированные и литографированные портреты из собрания Ф.Ф.Вигеля,Зименко Е.В.,Неизвестно,9 700 тг,0,ЛомоносовЪ,2010 г.,2200002134101,Мягкий,12 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5019304_1339772.jpeg
Грейс Келли. В образах и словах,Неизвестно,"Грейс Келли - фигура легендарная. Талантливая актриса, роскошная блондинка Хичкока, она неожиданно для всех бросила блестящую кинокарьеру и вышла замуж за князя Монако. Подданные называли Грейс ""светлым ангелом"", ее боготворил весь мир. Фотографии этой прекрасной женщины, кумира миллионов, и кадры из ее фильмов представлены в этой книге.",5 000 тг,0,Азбука-Аттикус,2015 г.,9785389056329,544,Твердый,132 мм x 183 мм,910 г.,http://www.bookcity.kz/content/images/thumbs/5091681_1389522.jpeg
"Грета Гарбо. Жизнь,рассказанная ею самой",Неизвестно,"Уйдя из кино в возрасте 36 лет, Грета Гарбо полвека провела в затворничестве, не появляясь на публике и не давая интервью, воплотив в жизнь свою любимую фразу ""Больше всего я хочу, чтобы меня оставили в покое"". Что заставило величайшую звезду Голливуда так круто поменять свою судьбу? Почему первая красавица эпохи, чьи черты были столь совершенны, что ее можно было фотографировать с любого ракурса и при любом освещении, а фигуре могли бы позавидовать античные богини, спряталась от миллионов поклонников за темными очками, запертыми дверьми и задернутыми шторами? Что за опасные тайны скрывались в ее прошлом, какие травмы, какие ""скелеты в шкафу""? Более полувека все эти вопросы оставались без ответа - пока не вышла данная книга, в которой самая загадочная звезда Голливуда, прозванная ""Прекрасным Сфинксом"", настолько она была совершенна и недоступна, впервые нарушила заговор молчания и распахнула душу настежь, предельно откровенно рассказав о своей жизни..",3 500 тг,0,Эксмо,2013 г.,9785995505785,288,215 мм x 170 мм,22 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5092197_1430133.jpeg
Дерево,Неизвестно,"Книга начинает серию изданий, посвященных природным феноменам, неподвластным человеку или преображенным его умом и руками первоэлементам, образующим нашу планету и создающий многоликий образ Земли, благодаря которому она, быть может, является единственным телом, несущим разумную жизнь по просторам Вселенной. В книге увлекательно рассказывается о всевозможных явлениях, созданных естественными силами (лес и деревья) за сотни миллионов лет, и о разнообразных объектах, сотворенными руками человека (скульптура, архитектура, бонсай, игрушки и многое другое) в течение нескольких тысячелетий. Объединяет все эти проявления природы и творения воображения широко распространенный и в то же время неповторимый материал - дерево. Для всех, интересующихся историей Земли и историей искусства.",7 600 тг,0,Бук Хаус,2005 г.,9785986410074,296,29 мм,327 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5028992_1351146.jpeg
Деревянная пластика Великого Новгорода XIV-XVII веков,Трифонова А.,"Вашему вниманию предлагается книга А.Трифоновой ""Деревянная пластика Великого Новгорода XIV-XVII веков"".",11 800 тг,0,Северный паломник,2012 г.,9785944313089,158,Прочий,215 мм x 148 мм,790 г.,http://www.bookcity.kz/content/images/thumbs/5090232_1428268.jpeg
"Дерзкие. Женщины, которые делали то, что хотели",Бажьё П.,"Независимо от точки на карте или момента в истории, смелых женщин в этой книге объединяет одно: их неукротимый дух. Противостоя всем обстоятельствам, социальным нормам и мнению окружающих, эти выдающиеся женщины высказались, и тем самым изменили историю! Императрицы, воительницы, художницы — они смогут стать примером любому. Некоторые из них всемирно известны, некоторые — неизвестны почти никому. Однако, их истории ещё долго будут вдохновлять всё новые и новые поколения девушек-бунтарок.",8 400 тг,3,Эксмо,2018 г.,9785990936935,Твердый,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5128979_1461442.jpeg
Детеныши животных. 1001 фотография,Виар М.,"Часто неуклюжие и беззащитные, иногда смешные, но всегда трогательные, детеныши животных забавляют и радуют нас. Эта книга приглашает вас открыть все своеобразие животных, только что появившихся на свет: от беспозвоночных до млекопитающих. Фотографии детенышей и молодых животных, диких и домашних, раскроют тайну их рождения и покажут их первые шаги. Вы узнаете, что одни детеныши быстро становятся самостоятельными, другие, наоборот, долго зависят от родителей и тесно связаны с сородичами. Вы увидите, как, появившись на свет, малыши познают окружающий мир, каждый по-своему экспериментируя, наблюдая, играя, смешно и трогательно копируя поведение старших. Формат: 16,5 см х 16,5 см.",6 800 тг,0,АСТ,2008 г.,9785170502141,464,162 мм x 160 мм,29 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5020651_1339577.jpeg
Дети,Торо Б.,"В конечном счете именно дети открывают нам глаза на то, кто мы есть на самом деле. Действительно, их сильные и вместе с тем хрупкие образы, искренние выражения удивления, восторга и разочарования, а также нескрываемые упрямство и раздражение позволяют нам вновь обнаружить глубоко укорененные в нас, врожденные черты, которые до сих пор хранились в тайниках души. Дети могут поставить нас на место или помочь нам найти себя с помощью забавной фразы или простого, однако обезоруживающе точного и основательного вопроса, например: ""для чего нужны родители?"", ""почему я не могу говорить неправду?"" или ""а ты хороший человек?"". Дети отнимают у нас силы прямолинейностью своих вопросов, естественностью своих предложений, непочтительностью своих мимолетных выражений. Малыш с доверием позволяет взять себя на руки и предается нежной заботе. В их глазах порой затаиваются улыбка и хитрый блеск, хотя нам порой хотелось бы, чтобы он не был явным - они могут быть сообразительными и манипулировать...",13 100 тг,0,АСТ,2006 г.,9785170386246,736,Твердый,163 мм x 160 мм,1500 г.,http://www.bookcity.kz/content/images/thumbs/5029905_1388769.jpeg
Джулия Робертс: Красотка с характером,Грачев А.А.,"Джулия Робертс так популярна в США, что ее по праву можно назвать ""народной артисткой Америки"". Она полюбилась и нашим зрителям по фильмам ""Красотка"", ""Свадьба моего лучшего друга"", ""Я люблю неприятности"", ""НоттингХилл"", ""Сбежавшая невеста"". Ее творческая карьера была головокружительной. И только личную жизнь Джулии никак не удавалось обустроить, все ее многочисленные любовные связи, едва успев начаться, вскоре распадались.",2 800 тг,0,АСТ,2009 г.,9785170599639,336,Твердый,215 мм x 145 мм,425 г.,http://www.bookcity.kz/content/images/thumbs/5023312_1345874.jpeg
Дитрих и Ремарк,Бояджиева Л.,"История любви Актрисы и Писателя, рассказанная Людмилой Бояджиевой, в деталях, настроении отчетливо напоминает произведения о потерянном поколении, выброшенном войной в мир. Их роман, длившийся четыре года, окончился болезненным разрывом (отголоски боли, посеянной в душе писателя, - в ""Триумфальной арке"") и... проникновенными письмами, которыми они не прекращали обмениваться до смерти Ремарка. Впрочем, это тоже вполне в духе романов Ремарка, так, как и положено в ролях Дитрих.",1 400 тг,0,Не указано,2007 г.,9785969704664,288,Твердый,200 мм x 130 мм,335 г.,http://www.bookcity.kz/content/images/thumbs/5019548_1340597.jpeg
Дневник Ван Гога,Ван Гог,"Эпистолярное наследие Винсента Ван Гога включает в себя более 700 писем, в которых отражена эволюция его теоретических принципов и раскрыта правда о жизни художника, чье искусство оставалось безвестным при его жизни и признано бесценным в наши дни. Письма Ван Гога опровергают сложившееся общее мнение о нем как о безумце, и раскрывает истинный масштаб этого яркого, экспрессивного и одаренного мастера. В книге собрано более 150 писем, 250 набросков, рисунков и живописных полотен великого мастера.",5 900 тг,5,АСТ,2018 г.,9785179830023,336,Твердый,21 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5121660_1454423.jpeg
Дневник одного гения,Дали С.,"""Дневник одного гения"" - своеобразные мемуары Сальвадора Дали, написанные художником в период с 1952 по 1963 год и изданные в Париже 1964-м. В это время Дали уже всемирно знаменит, и его новая книга – одновременно и творческий манифест, и попытка объяснить или даже оправдать в глазах публики культивируемый им образ ""подлинного гения современности», имевшего несчастье родиться в ""эпоху почти что карликов"". Полный текст дневника обогащают маргинальные приложения, предусмотренные самим автором для первого издания: ""Наука бздюма"", ""Похвала мухе"", ""Далианская мистика..."", а также сравнительная таблица достоинств художников прошлого и будущего.",5 000 тг,3,Азбука-Аттикус,2017 г.,978538913153801,320,Твердый,22 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5125356_1457890.jpeg
"Доктор Хаус, которого создал Хью Лори",Челлен П.,"Путеводитель по сериалу ""Доктор Хаус"" с подробным разбором всех тонкостей сюжета, характеров, медицинских проблем. Ироничный и предельно точный в деталях путеводитель наверняка порадует всех поклонников сериала и персонально Хью Лори. Книга ""Доктор Хаус, которого создал Хью Лори"" расскажет всю правду об актерах и их героях. А также обо всех тонкостях каждой серии, которые наверняка ускользнули даже от самого внимательного зрителя. Это настоящий путеводитель по популярному сериалу ""Доктор Хаус"", написанный остроумно и с большим знанием дела. Как так получилось, что американский телесериал про злобного и сидящего на ""колесах"" доктора-хромоножку, который ведет себя с больными, как предводитель гуннов Атилла с римлянами, стал одним из самых популярных телепроектов? Как вышло, что депрессивный английский актер с кембриджским образованием, но бравирующий идеально-диковатым произношением уроженца Нью-Джерси, заворожил как зрителей, так и критиков?",3 700 тг,0,Фантом Пресс,2010 г.,9785864714898,400,Твердый,215 мм x 170 мм,676 г.,http://www.bookcity.kz/content/images/thumbs/5111082_1359736.jpeg
Драгоценные камни. Ювелирные секреты. Иллюстрированный гид,Лагутенков А.А.,"Драгоценные камни известны человечеству с древнейших времен. И на протяжении многих столетий они притягивали взгляды, служили символами любви и богатства, дарили радость каждому своему владельцу.  В наши дни ничего не изменилось. По-прежнему люди покупают украшения с драгоценными камнями, стремясь подчеркнуть свой статус, сделать дорогой подарок любимому человеку, либо просто порадовать себя фактом обладания красивым ювелирным изделием. Из этой книги вы узнаете как о самых известных, так и возможно, еще незнакомых вам драгоценных камнях, об их истории, астрологических и лечебных свойствах каждого из них. Используя информацию, изложенную в этом гиде, вы сможете самостоятельно определить примерную цену украшения, которое вам понравилось, сориентироваться в пробе ювелирного изделия и узнать, как ухаживать за вашими любимыми украшениями, чтобы они надолго оставались красивыми. Здесь же вы встретите ранее  нигде  не  опубликованную  интересную информацию о редких драгоценных камнях, а также получите общее представление о большинстве самоцветов, доступных на ювелирном рынке. Эта книга будет интересна самому широкому кругу людей. Продвинутый коллекционер ювелирных изделий получит в руки краткий справочник, написанный геммологом GIA (Геммологического Института Америки), человек, покупающий в подарок ювелирное изделие, сможет правильно выбрать нужное украшение, счастливая обладательница драгоценного камня или ювелирного украшения сможет почерпнуть  о нем больше любопытной информации. Те, кто впервые обратил свое внимание на прекрасный и удивительный мир драгоценных камней, смогут быстро и самостоятельно разобраться в ценах на ювелирные изделия, получив максимальное удовольствие от грамотно сделанной покупки,  при этом не переплатив за нее лишних денег. Красочно оформленный подарочный гид снабжен большим количеством красивых иллюстраций драгоценных камней и ювелирных изделий.",5 100 тг,5,АСТ,2017 г.,9785170990580,192,Твердый,20 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5126721_1459223.jpeg
Евгений Халдей,Стигнеев В.Т. ,"2 мая 1945 года на крыше рейхстага в Берлине состоялся небольшой ""спектакль"", режиссером которого был фотограф Евгений Халдей, а ""актерами"" - несколько советских солдат. ""Спектакль"" назывался ""Знамя Победы над рейхстагом"", а главным его атрибутом был красный флаг со звездой, серпом и молотом, специально для этого случая сшитый из скатерти знакомым портным. Можно по-разному относиться к правде факта и правде вымысла в фотографии, но совершенно очевидно, что именно этот самодельный флаг на фотографии Халдея стал главным символом победы над фашизмом не только в нашей стране, но и во всем мире. И кто посмеет сегодня обвинить фотографа в фальсификации, ведь он, как и каждый солдат великой войны, заслужил свой флаг над рейхстагом, потому что прошагал по Крыму и Заполярью, по Румынии и Югославии, Болгарии, Венгрии, Австрии. И встретил победу в Германии... После войны Халдей прожил большую жизнь, судьба щедро наделила его новыми победами и многими разочарованиями, но в любых жизненных...",3 600 тг,0,Арт-Родник,2007 г.,9785979400716,96,Мягкий,9 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5071782_1340563.jpeg
Евгений Шварц. Пьесы. Том 1. Золушка. Дон Кихот. Клад. Голый король. Снежная королева,Шварц Е.,"В сборник замечательного драматурга и сценариста, одного из самых загадочных, самых ""недетских"" сказочников отечественной драматургии Евгения Шварца вошли классические пьесы-сказки и киносценарии, полные светлого поэтического очарования, глубоких философских раздумий и человеческой доброты, - легендарные произведения, на которых выросло уже не одно поколение читателей. И.Эренбург охарактеризовал Шварца как ""чудесного писателя, нежного к человеку и злого ко всему, что мешает ему жить"". В.Каверин называл его ""личностью исключительной по иронии, уму, доброте и благородству"". Шварц написал около 25 пьес. По его сценариям поставлены фильмы ""Первоклассница"", ""Золушка"", ""Дон-Кихот"", в которых снимались блистательные актеры Э.Гарин, Я.Жеймо, Ф.Раневская, Н.Черкасов, Ю.Толубеев и др., классикой российского кино стал фильм М.Захарова по пьесе Шварца ""Обыкновенное чудо"" с Абдуловым, Янковским, Леоновым, Мироновым, Васильевой. ""Сказка рассказывается не для того, чтобы скрыть, а для того, чтобы...",2 000 тг,2,Флюид,2008 г.,9785983581340,440,Твердый,165 мм x 120 мм,350 г.,http://www.bookcity.kz/content/images/thumbs/5087213_1361499.jpeg
Еврейские танцы + DVD,Александрова Е.С.,"История и современность еврейских танцев - это история и жизнь еврейского народа: всегда неразрывно связана с религией, впитавшая в себя дух бесчисленных земель, времен и наций, но, тем не менее, такая самобытная, что не спутаешь ни с какой другой. Кто из нас сохраняет спокойствие, когда начинает звучать: ""Хава Нагила, Хава Нагила, Хава Нагила...""? Кто-то начинает подпевать, кто-то пританцовывать... Допустим, вы начали двигаться в такт музыки... А как вы это делаете? Как придется? Или это элементы кадрили, барыни и гопака, а руки ""за жилетку""? Эта книга дает вам возможность заполнить белое пятно на карте вашего танцевального образования. И дело, конечно же, не в ""формальном образовании"", а в том, чтобы вы начали танцевать. Чтобы на любимые всеми еврейские мелодии ""наложилась"" импровизация танца....",5 800 тг,0,Феникс,2010 г.,9785222168332,160,Мягкий,240 мм x 170 мм,324 г.,http://www.bookcity.kz/content/images/thumbs/5021641_1343426.jpeg
Екатерининский классицизм,Бедретдинова Л.М.,"Книга посвящена изобразительным искусствам и архитектуре эпохи Екатерины II (1762-1796) В этой книге рассматривается русское искусство 1760-х - первой половины 1790-х годов в связи с актуальными общественными идеями эпохи Просвещения, анализируемые произведения соотносятся с западноевропейским художественным опытом. Прослеживается развитие стиля на примере наиболее значительных художественных ансамблей эпохи. Книга даст достаточно полное представление о развитии русского искусства времени правления Екатерины II, так как классицизм был ведущим стилем эпохи во всем европейском искусстве второй половины XVIII века. Живой характер изложения делает книгу привлекательной для самого широкого круга читателей: историков искусства, студентов и преподавателей художественных вузов, гуманитариев самого широкого профиля и просто для людей, интересующихся историей и искусством. Макет книги насыщен иллюстрациями тех произведений, которые анализируются в тексте, что позволит читателю...",3 300 тг,0,Белый город,2008 г.,9785779313476,48,10 мм,606 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5040627_1362859.jpeg
Жерар Депардье,Виоле Б.,"Хулиган из многодетной провинциальной семьи, зарабатывавший на жизнь фарцовкой и ""откосивший"" от армии, симулировав психическое расстройство уникальный актер, сыгравший в кино, на телевидении и в театре около двухсот ролей и получивший награды всех престижных кинофестивалей режиссер и продюсер певец, записавший несколько песен автор двух автобиографических книг и сборника кулинарных рецептов, любитель играть в классических пьесах и ""костюмных"" фильмах, предпочитающий читать биографии исторически  Французский журналист Бериар Виоле рассказывает о незаурядном человеке, ставшем таким же символом Франции, как ""Марсельеза"" и Эйфелева башня.",2 600 тг,0,Молодая гвардия,2009 г.,9785235031951,240,Твердый,206 мм x 133 мм,332 г.,http://www.bookcity.kz/content/images/thumbs/5018549_1339691.jpeg
