1000 шахматных задач. 1 год. Решебник,"Костров В.В., Рожков П.П.","Желательно, чтобы выполняемая работа совпадала с темой, проходимой на уроке. Поэтому в книге специально подобраны задания, соответствующие ""курсу начинающего бойца"". Безусловно, юный шахматист должен понять основную задачу шахматной партии и научиться самым разнообразным способам достижения победы. Простейшие пешечные окончания позволят познакомиться с геометрическими мотивами на шахматной доске. Специально подобранные задачки помогут лучше закрепить материал, пройденный на занятиях вместе с тренером. Ни одна шахматная партия не обходится без многочисленных двойных ударов и связок. Эта книжка поможет спортсмену увеличить свой арсенал. Почти все разновидности самых распространенных шахматных уколов теперь будут у него на вооружении!",2 400 тг,1,Русский шахматный дом,2015 г.,9785946933322,96,Мягкий,215 мм x 145 мм,7 мм,285 г.,http://www.bookcity.kz/content/images/thumbs/5051047_1394756.jpeg
1000 шахматных задач. 2 год. Решебник,"Костров В.В., Рожков П.П.","Желательно, чтобы выполняемая работа совпадала с темой, проходимой на уроке. Поэтому в книге специально подобраны задания, соответствующие ""курсу начинающего бойца"". Безусловно, юный шахматист должен понять основную задачу шахматной партии и научиться самым разнообразным способам достижения победы. Простейшие пешечные окончания позволят познакомиться с геометрическими мотивами на шахматной доске.",2 400 тг,0,Русский шахматный дом,2015 г.,9785946933339,96,Мягкий,215 мм x 145 мм,7 мм,128 г.,http://www.bookcity.kz/content/images/thumbs/3798010_1388681.jpeg
1000 шахматных задач. 3 год. Решебник,"Костров В.В., Рожков П.П.","В этой книге специально подобраны задания, соответствующие ""курсу начинающего бойца"". Вначале - задания на мат. Безусловно, юный шахматист должен понять основную задачу шахматной партии и научиться самым разнообразным способам достижения победы. Простейшие пешечные окончания позволят познакомиться с геометрическими мотивами на шахматной доске. Специально подобранные задачки помогут лучше закрепить материал, пройденный на занятиях вместе с тренером. Ни одна шахматная партия не обходится без многочисленных двойных ударов и связок. Наша книжка поможет спортсмену увеличить свой арсенал. Почти все разновидности самых распространённых шахматных уколов теперь будут у него на вооружении! 3 год обучения.",2 600 тг,2,Русский шахматный дом,2016 г.,9785946936934,128,Мягкий,215 мм x 145 мм,8 мм,390 г.,http://www.bookcity.kz/content/images/thumbs/5091541_1429500.jpeg
1000 шахматных задач: продвинутый уровень,Сухин И.Г.,"Издание является логическим продолжением книги ""1000 шахматных задач. Начальный уровень"" и содержит 552 задачи на объявление мата в два хода и 448 задач - на объявление мага в три хода. Все задачи классифицированы по важнейшим темам, мат в них чаще всего достигается с помощью изящной комбинации.Задачник рассчитан на тех, кто хочет повысить уровень понимания шахмат и свой класс игры.",4 400 тг,0,Феникс,2017 г.,9785222282342,272,Твердый,240 мм x 170 мм,20 мм,465 г.,http://www.bookcity.kz/content/images/thumbs/5118539_1451426.jpeg
1001 блестящий способ выигрывать в шахматы,Рейнфельд Ф.,"Материал систематизирован по темам : ""жертва ферзя"", ""двойной шах"", ""превращение пешки"" и многим другим. Издание поможет отточить тактические способности. Вы узнаете как: 
- предугадывать ходы противника 
- развить игровую зоркость 
- добавить креативность в свою игру 
- выигрывать в патовых ситуациях.",4 700 тг,5,Эксмо,2019 г.,9785040910755,Твердый,21 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5127829_1460322.jpeg
"1001 шахматная задача. Интерактивная книга, которая учит выигрывать",Неизвестно,"В этом издании собрано 1000 задач, которые помогут отточить навыки игры шахматистам любого уровня. Решение задач из этой книги приведет к значительному усилению игры , росту ее логичности, развитию внимания и воображения, а также послужит мотивацией к достижению дальнейших успехов. Книга предназначена для широкого круга шахматистов всех возрастов с уровнем игры от новичка до кандидата в мастера. Это издание – лучший помощник как самим шахматистам, так и их родителям и тренерам. Эта книга написана известными шахматистами - Роберто Месса и Франко Масетти. Они впервые издаются на Российском рынке, и уже успели заработать популярность во всем мире. В издании не так много текста, основной упор делается на развитие логики, и подбор комбинаций к каждой задаче.",2 600 тг,5,Эксмо,2019 г.,9785699868384,128,Мягкий,7 мм,180 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5095749_1433777.jpeg
122 избранные партии. Шахматная исповедь лидера сборной мира,Ларсен Б.,"Перед вами одна из лучших книг в истории шахмат. В богатой карьере автора есть победы над всеми(!) чемпионами мира от Ботвинника до Карпова. Бент Ларсен - один из самых успешных турнирных игроков XX века. Бескомпромиссный стиль и нестандартное мышление сделали великого датчанина чрезвычайно популярным среди шахматистов всего мира. Его успехи были таковы, что Роберт Фишер согласился уступить ему первую доску в легендарном матче СССР против сборной Мира. Бент Ларсен также был успешным шахматным литератором и журналистом. Неудивительно, что первая книга, по которой учился шахматам нынешний чемпион мира Магнус Карлсен, была написана сильнейшим скандинавским игроком до Магнуса. В этой книге один из ярчайших представителей шахматного Запада подробно комментирует свои 122 лучшие партии. Комментарии Ларсена всегда поучительны, по делу, часто с юмором. Также включены никогда не публиковавшиеся на русском языке воспоминания ""Большого Бента"" о его встречах с 11-м чемпионом мира Робертом...",7 300 тг,4,Русский шахматный дом,2017 г.,9785946935395,440,Твердый,215 мм x 145 мм,20 мм,635 г.,http://www.bookcity.kz/content/images/thumbs/5099752_1435572.jpeg
164 победные миниатюры чемпионов мира,Гик Е.Я.,"В настоящее издание вошли 164 победные партии - ""короткометражки"" чемпионов мира - от В.Стейница до М.Карлсена, сыгранные в крупнейших шахматных турнирах, в том числе в матчах за шахматную корону.Рассчитана на широкий круг любителей шахмат. Особенность книги в том, что ее можно просто читать, не пользуясь доской и фигурами, а партии разыгрывать по диаграммам в самолете, метро или загорая на пляже.",6 300 тг,0,Спорт,2016 г.,9785906839510,424,Твердый,165 мм x 120 мм,30 мм,370 г.,http://www.bookcity.kz/content/images/thumbs/5129056_1461518.jpeg
2000 шахматных задач. 1-2 разряд. Часть 2. Отвлечение. Завлечение,"Костров В.,Белявский Б.","Интересно, что отвлечение - любимый приём игроков во многих спортивных играх. Представьте себе, что на футбольного вратаря выходят два нападающих. Первый умело отвлекает противника, а второй спокойно закатывает мяч в пустые ворота. Данный тактический приём применяется и в шахматах, когда требуется отвлечь какую-либо сторожевую фигуру от защиты важного поля или другой фигуры. Конечно, много раз противника одинаково не обманешь, поэтому шахматные комбинации на отвлечение весьма разнообразны, это богатая тема для изучения.С помощью тактического приёма завлечение можно заставить фигуру противника занять невыгодную для неё позицию, на которой она гибнет. Особо эффективен этот приём, когда завлекают короля.Завлечение часто дружит с двойным ударом, связкой и другими тактическими приёмами.Если вы справитесь со всеми заданиями нового ""Решебника"", то противник вряд ли сможет отвлечь ваши боевые фигуры в шахматных партиях, а вашего короля никто не завлечёт под неприятный удар!",2 300 тг,2,Русский шахматный дом,2017 г.,9785946935920,112,Мягкий,215 мм x 145 мм,10 мм,140 г.,http://www.bookcity.kz/content/images/thumbs/5128926_1461395.jpeg
2000 шахматных задач. 1-2 разряд. Часть 2. Отвлечение. Завлечение,"Костров В.В, Белявский Б.","Перед вами 2-й сборник шахматных задач и комбинаций в серии ""Решебники для разрядников"". Здесь представлены две темы: отвлечение и завлечение. Отвлечение - известный прием во многих спортивных играх. Представьте себе, что на футбольного вратаря выходят два нападающих. Первый отвлекает голкипера на себя и отдает мяч второму, который спокойно закатывает его в пустые ворота.",2 200 тг,5,Русский шахматный дом,2019 г.,9785946931854,112,Мягкий,215 мм x 145 мм,9 мм,123 г.,http://www.bookcity.kz/content/images/thumbs/4224943_1360035.jpeg
2000 шахматных задач. 1-2 разряд. Часть 3. Шахматные комбинации,"Костров В.В, Белявский Б.","3-я книжка серии ""Решебники для разрядников"" обогатит вас более изысканным тактическим оружием. Не всегда до короля можно добраться, используя грубую силу. Попробуйте действовать хитростью! Маскируйте свои действия, как разведчик, и ведите себя, как опытный дипломат. Найдите слабое место в лагере противника и в нужный момент уничтожьте защиту и нанесите тонкий кинжальный удар. Чужие фигуры могут стать союзниками. Умелыми маневрами привлеките фигуры противника к их королю, пусть они его заблокируют так, чтобы он не мог пошевелиться, и в этот момент нанесите решающий удар. Плохо, когда все фигуры вашего противника отлично взаимодействуют. Попробуйте вбить клин в их порядки - перекрыть их прочной шахматной дверью. А так ли страшна атака противника на ваши укрепления? Стоит ли уходить в глухую оборону? Всегда ищите контрудар. Тонкий промежуточный укол может изменить ход борьбы! Если ваши фигуры сгрудились на небольшом пространстве и мешают друг другу добраться до короля противника -...",2 300 тг,5,Русский шахматный дом,2019 г.,9785946933261,112,Мягкий,215 мм x 145 мм,7 мм,135 г.,http://www.bookcity.kz/content/images/thumbs/4224751_1360072.jpeg
2000 шахматных задач. 1-2 разряд. Часть 3. Шахматные комбинации. Решебник,"Костров В.,Белявский Б.",Неизвестно,2 300 тг,0,Русский шахматный дом,2019 г.,9785946937825,Мягкий,8 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5129232_1461345.jpeg
2000 шахматных задач. 1-2 разряд. Часть 4. Шахматные окончания,"Костров В.В, Белявский Б.","В последнем, 4-м ""Решебнике"" мы собрали основные типовые позиции шахматных окончаний, которые необходимо знать, как таблицу умножения. А чтобы было не скучно, добавили интересные примеры из партий чемпионов и удивительные этюды знаменитых шахматных композиторов. В эндшпиле победа чаще всего приходит к более опытному и знающему. Все чемпионы мира не раз подчеркивали необходимость изучать окончания. В.Смыслов советует молодым шахматистам уделять эндшпилю особое внимание. Х.Р.",2 300 тг,5,Русский шахматный дом,2019 г.,9785946931878,112,Мягкий,215 мм x 145 мм,5 мм,124 г.,http://www.bookcity.kz/content/images/thumbs/2493706_1336586.jpeg
2000 шахматных задач. 1-2 разряд. Часть 4. Шахматные окончания. Решебник (русско-англ.),"Костров В.,Белявский Б.",Неизвестно,2 300 тг,2,Русский шахматный дом,2019 г.,9785946937832,Мягкий,15 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5128879_1461346.jpeg
240 эндшпильных задач. Решебник,"Джумадуллаев К.А., Кошкарбаева Ж.Х.",Неизвестно,1 400 тг,5,Шымкент,2019 г.,9789965209338,Мягкий,5 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5131453_1463821.jpeg
33 лучших приема дзюдо для защиты от ножа и пистолета. Выучи и выживи!,Киддо Б.,"Дорогие друзья! Каждый из нас хочет чувствовать себя уверенным и защищенным в любом месте и в любое время. Но если вы попали в такую ситуацию, когда словесные аргументы бессильны, тогда вам помогут современные приемы самообороны, описанные в этом наборе открыток. Источниками послужили новейшие работы зарубежных авторов, а также богатый опыт, полученный нами в ходе многолетней практики. Виды атак даются в определенной последовательности: сначала - менее опасные атаки, затем - более опасные. Виды атак внутри каждой группы расположены в такой последовательности: атака спереди, сбоку, сзади. Что касается приемов спереди, то сначала описываются приемы, проводимые с дальней, затем - со средней и, наконец, с ближней дистанции.",1 600 тг,5,АСТ,2012 г.,9785170768479,66,Прочий,10 мм,135 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5107037_1443361.jpeg
365 способов быстро выигрывать в шахматы,Солтис Э.,"Курс быстрых побед от американского гроссмейстера Эндрю Солтиса научит, как: - перехватывать инициативу в самом начале партии. - применять победные тактические схемы. - искусно запутывать соперника. - побеждать с минимальными потерями. Каждую главу сопровождают проверочные вопросы, благодаря которым вы сможете закрепить результат. «Книга Солтиса — это яркие идеи, простота и доступность изложения. Прочитав ее, вы существенно повысите класс своей игры», — Николай Калиниченко, гроссмейстер, автор более 50 книг о шахматах",6 300 тг,5,Эксмо,2019 г.,9785040911141,Твердый,15 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5132064_1464422.jpeg
600 комбинаций. Учебное пособие,Блох М.,"Пособие подготовлено опытным тренером, международным гроссмейстером ИКЧФ. Содержит более 600 заданий, подробно классифицированных по комбинационным мотивам. Продуманная последовательность заданий помогает развитию комбинационного зрения и позволяет использовать книгу также в качестве учебника. Для всех позиций характерна напряженная борьба, в которой цель достигается единственным способом. 
Книга предназначена для общеобразовательных и спортивных школ, ВУЗов, шахматных коллективов внешкольных учреждений, а также для самообразования. Пособие рассчитано на шахматистов-разрядников.",3 100 тг,4,Русский шахматный дом,2019 г.,9785946937757,Мягкий,7 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5127296_1459786.jpeg
"7 чудес России и еще 42 достопримечательности, которые нужно знать",Неизвестно,"Книга посвящена всероссийскому проекту по поиску семи чудес России. Этот конкурс был организован газетой ""Известия"", телеканалом ""Россия"" и радиостанцией ""Маяк"". Выборы семи чудес страны происходили путем голосования через SMS и интернет. Конкурс проходил в три этапа. На первом шел прием вариантов и голосование по ним. В итоге было отобрано 49 чудес из 7 федеральных округов России. С 1 февраля по 1 мая 2008 года прошел второй этап и определились 14 финалистов конкурса. В суперфинале тайным голосованием были выбраны 7 чудес России. 12 июня 2008 года, в день России, на Красной площади были объявлены победители конкурса. Книга ""7 чудес России"" знакомит читателей с самыми настоящими чудесами нашей страны и теми замечательными местами, которые должен знать каждый россиянин.",4 300 тг,2,Эксмо,2009 г.,9785699359127,224,23 мм,1390 г.,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5005370_1326290.jpeg
"90х60х90, или Хочу быть стройной",Орловский В.С.,В книге рассматриваются особо важные для каждой женщины проблемы: как стать стройной и сохранить отличную фигуру. Для широкого круга читательниц.,1 250 тг,0,Феникс,2009 г.,9785222147474,224,200 мм x 130 мм,15 мм,269 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5072913_1369951.jpeg
ABT: силовая аэробика,Неизвестно,"ABT - это силовой класс аэробики, направленный на тренировку мышц нижней части тела: мышц живота, ягодиц и ног. Силовые упражнения комплекса ABT уменьшают жировые отложения и эффективно корректируют проблемные зоны. Использование в тренировке степплатформы и отягощений (гантелей и боди-бара) позволяет максимально глубоко проработать мышцы живота, ягодиц и ног. При регулярном выполнении упражнений этого комплекса результат не заставит себя ждать: ваши ноги станут стройными, ягодицы подтянутыми, живот упругим! Занятие подходит для людей с любым уровнем подготовки. Для выполнения упражнений вам понадобится степ-платформа, боди-бар, гантели и коврик. Разминка- неотъемлемая часть любой фитнес-тренировки. Упражнения, входящие в состав разминки, позволят разогреть мышцы перед выполнением основной части занятия. В основной части подобраны упражнения для проработки мышц проблемных зон: живота, ягодиц и ног.Заключительная часть содержит упражнения на растяжку, которые позволят расслабить мускулатуру после силовой нагрузки и вернуться к нормальному ритму дыхания.",1 450 тг,0,Сова-Фильм,2008 г.,612109000029,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5037804_1360464.jpeg
Barcelona:shops & more/Барселона. Магазины и больше,Неизвестно,"Barcelona may be design-crazed these days, but visitors can still take a trip back in time by visiting devotional shops that have hardly changed in centuries, such as Cereria Subira. Cooks and culinary fans will appreciate our recommendations for the best places to find kitchenware, chef's apparel, fresh-roasted coffee, or world-famous Spanish hams. If clothes-shopping is more your style, you'll want to visit one of our selected boutiques such as Josep Font, one of Spain's most celebrated designers, or the concept store Lobby. Be sure to keep this guide with you while you jaunt through Barcelona so you don't miss any of the local institutions (n.b. when you're drooling over a leg of jamon ib?rico, you may want to remind yourself that the airlines impose a weight limit for checked baggage). Special features: exclusive hand-illustrated cover, exclusive hand-illustrated map for each area, information such as history, design, opening hours, and signature dishes, ...",5 900 тг,0,Taschen,2008 г.,9783836500555,192,21 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5038784_1361126.jpeg
Berlitz Ibiza . Pocket Guide,Неизвестно,"Packed with all the information you need to get the most from your visit. Historic sights: the Carthaginian burial ground of Es Cuieram, the walled town of Dalt Vila, Santa IneY subterranean chapel, the Roman encampment of Can Blai.  Natural wonders: wilderness trails, salt flats, spectacular caves, botanical treasures. Breathtaking views from Sa Talaia, Es Calo and Far de sa Mola. The best beaches for families, water sports enthusiasts and birdwatchers. Lively nightlife: small clubs, opulent discos, extravagant ""theme"" spectacles. Plus: restaurants, hotels, shopping advice, language tips and much more.",2 500 тг,0,Berlitz,2004 г.,9789812462091,144,Мягкий,10 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5014994_1336222.jpeg
Break Dance курс для начинающих,Неизвестно,"Брейк-данс (англ. Break dance) - стиль уличного танца, развившийся из хип-хоп-движения в Южном Бронксе (Нью-Йорк) в начале 70-х годов. Свежий бунтарский дух улиц воплотился в головокружительные вращения и потрясающие акробатические трюки. Брейк-данс просто завораживает зрителей, и первое, что люди спрашивают, когда видят это зрелище: ""Где, ребята, так круто научились танцевать?"" - ведь ни в одном танце нет стольких акробатических элементов, как в брейк-дансе. Брейк захватывает дух и владеет мечтами огромной части молодежи во всем мире. Уроки Брейк-данса - это значит не просто неограниченная возможность развивать характерные навыки и умения. Это реально целая философия жизни. Только сильный, целеустремленный и позитивный человек способен усвоить искусство Брейк-данса и достичь в нем совершенства. С помощью Брейк-данса вы сможете: самовыразиться, выплеснуть как позитивную, так и накопившуюся негативную энергию,  выяснить отношения на языке движения и музыки (battle), развить уверенность в себе, дисциплинироваться, стать сильной личностью. Вы молоды? Полны физических сил и энергией озорства? А еще вам хочется достичь нереальных высот в умении двигаться по вертикали и горизонтали? Хотите обращать на себя восхищенные взгляды сверстников и, наконец, стать лидером или же удержать безоговорочное лидерство? Если да, брейк-данс - ваш стиль!",1 500 тг,0,Сова-Фильм,2009 г.,612109001286,15 мм,Неизвестно,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5026541_1348234.jpeg
Break Dance продвинутый уровень,Неизвестно,Неизвестно,1 500 тг,0,Не указано,2009 г.,612109001729,15 мм,Неизвестно,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5026570_1348292.jpeg
Central Asia: Lonely Planet Phrasebook,Неизвестно,"Travel the Silk Road with essential words and phrases for getting around and connecting with the people you meet, from western Xinjiang to the Karakoram Highway. Our phrasebooks give you a comprehensive mix of practical and social words and phrases in more than 120 languages. Chat with the locals and discover their culture - a guaranteed way to enrich your travel experience.",3 500 тг,0,Lonely Planet,2008 г.,9781740591140,240,Мягкий,140 мм x 93 мм,13 мм,120 г.,http://www.bookcity.kz/content/images/thumbs/5018655_1339781.jpeg
Chess school  Учебник шахматных комбинаций. 2,Иващенко С. ,"Вы уже изучили ""Учебник шахматных комбинаций"" и легко можете решить простые упражнения, в которых цель достигается благодаря одному-трем правильным ходам. Пора сделать следующий шаг - научиться решать более сложные задания, где для достижения успеха требуется более глубокий замысел. Подобные комбинации и маневры приносят не только победу, но и эстетическое удовольствие, а благодаря книгам и журналам они навсегда остаются в сокровищнице шахматного искусства.",5 600 тг,0,Русский шахматный дом,2008-2017 г.,9785946930765,256,Мягкий,240 мм x 170 мм,18 мм,454 г.,http://www.bookcity.kz/content/images/thumbs/5113889_1447021.jpeg
